eval_loss,eval_mIoU,eval_recall,eval_precision,eval_f1,eval_iou,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.10099776089191437,0.7539892196655273,0.7941544055938721,0.9210466146469116,0.8440748453140259,0.5497879385948181,0.9602214694023132,26.8437,37.625,1.192,1.0
0.08486413955688477,0.809743344783783,0.885195255279541,0.8884072303771973,0.8867928981781006,0.6555803418159485,0.9662266373634338,25.8463,39.077,1.238,2.0
0.07327235490083694,0.8248982429504395,0.8816685676574707,0.9144413471221924,0.8972268104553223,0.6813689470291138,0.9704244136810303,27.0238,37.374,1.184,3.0
0.07027076184749603,0.824673056602478,0.865058958530426,0.9365353584289551,0.8969338536262512,0.6795311570167542,0.9716307520866394,26.2336,38.5,1.22,4.0
0.06342993676662445,0.8491225838661194,0.8990510106086731,0.9293257594108582,0.9135111570358276,0.7250085473060608,0.9750006198883057,25.8916,39.009,1.236,5.0
0.06026130169630051,0.858545184135437,0.9207413196563721,0.918694019317627,0.919714629650116,0.7430067658424377,0.975890040397644,25.8732,39.036,1.237,6.0
0.05733487755060196,0.8630117177963257,0.9127974510192871,0.9328437447547913,0.9225293397903442,0.7503531575202942,0.9773281812667847,27.0705,37.31,1.182,7.0
0.05510428547859192,0.8674360513687134,0.9153532981872559,0.9359437227249146,0.9253435134887695,0.7583164572715759,0.9781619906425476,25.6523,39.373,1.247,8.0
0.054440584033727646,0.8707268238067627,0.9216012954711914,0.9334777593612671,0.9274382591247559,0.7644973993301392,0.9785599708557129,24.859,40.629,1.287,9.0
0.05410469323396683,0.8724299669265747,0.9254099130630493,0.9316840171813965,0.9285187125205994,0.7677246928215027,0.9787418246269226,26.2193,38.521,1.22,10.0
