eval_loss,eval_mIoU,eval_recall,eval_precision,eval_f1,eval_iou,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.3903418779373169,0.6982018947601318,0.7829995155334473,0.8151631355285645,0.7979874610900879,0.45676469802856445,0.9425545334815979,15.8835,63.588,0.567,1.0
0.2360207438468933,0.719051718711853,0.7730964422225952,0.8778212070465088,0.8151981830596924,0.4881826639175415,0.9522039294242859,15.045,67.132,0.598,2.0
0.19471052289009094,0.7404746413230896,0.8105608820915222,0.8618901371955872,0.8337979912757874,0.529779851436615,0.9537158012390137,15.6033,64.73,0.577,3.0
0.18540416657924652,0.7533770203590393,0.8249486684799194,0.8667769432067871,0.8442943096160889,0.5532912015914917,0.9559990763664246,15.5955,64.762,0.577,4.0
0.16064417362213135,0.7543133497238159,0.8180150985717773,0.8781079053878784,0.8448682427406311,0.5538396835327148,0.9571897387504578,15.8542,63.705,0.568,5.0
0.1504322737455368,0.7644332647323608,0.838878333568573,0.8688632249832153,0.853081226348877,0.5736418962478638,0.9577687382698059,15.0828,66.964,0.597,6.0
0.14090508222579956,0.7649792432785034,0.8316696882247925,0.87892746925354,0.8533585071563721,0.5735845565795898,0.9587920904159546,14.9789,67.428,0.601,7.0
0.14349599182605743,0.7682956457138062,0.8495097160339355,0.8632261753082275,0.8562029600143433,0.5814938545227051,0.9577344059944153,15.0812,66.971,0.597,8.0
0.13675761222839355,0.7702944278717041,0.8525075912475586,0.8632121086120605,0.8577597141265869,0.5852163434028625,0.9580159783363342,16.2278,62.239,0.555,9.0
0.13820946216583252,0.7720769643783569,0.8572785258293152,0.8611024618148804,0.8591777086257935,0.5887995362281799,0.9580370783805847,15.9018,63.515,0.566,10.0
