eval_loss,eval_mIoU,eval_recall,eval_precision,eval_f1,eval_iou,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.1150919571518898,0.7406806945800781,0.7850805521011353,0.9076122045516968,0.8332810997962952,0.5260210037231445,0.9574493169784546,41.4345,24.376,0.459,1.0
0.0964902937412262,0.785199761390686,0.8494341373443604,0.8909872174263,0.8687737584114075,0.6099356412887573,0.9627658724784851,41.568,24.298,0.457,2.0
0.08944728970527649,0.8031296730041504,0.8845422267913818,0.8797680735588074,0.8821365237236023,0.644232988357544,0.9644694924354553,39.6338,25.483,0.479,3.0
0.08362091332674026,0.7958757877349854,0.8427035808563232,0.9196319580078125,0.876451849937439,0.627423882484436,0.9663491249084473,42.068,24.009,0.452,4.0
0.0765177458524704,0.8176506757736206,0.8750182390213013,0.9114346504211426,0.892191469669342,0.6682218909263611,0.9691263437271118,41.3599,24.42,0.459,5.0
0.07536068558692932,0.8259658217430115,0.8950273990631104,0.9011563062667847,0.8980627059936523,0.6843671798706055,0.9696956872940063,42.1335,23.971,0.451,6.0
0.07224421948194504,0.8295679092407227,0.8905619978904724,0.9110168218612671,0.9004679918289185,0.6902270317077637,0.970923125743866,41.3474,24.427,0.46,7.0
0.06939049810171127,0.8334364295005798,0.8871436715126038,0.9206576943397522,0.9030485153198242,0.6966735124588013,0.9721083045005798,40.1124,25.179,0.474,8.0
0.06955921649932861,0.8351144194602966,0.8896934390068054,0.9200902581214905,0.9041920900344849,0.6998030543327332,0.9723331928253174,38.5683,26.187,0.493,9.0
0.06842862814664841,0.8386046886444092,0.8971794843673706,0.9165298938751221,0.9065715670585632,0.7064749598503113,0.9726601243019104,40.4249,24.985,0.47,10.0
