eval_loss,eval_mIoU,eval_recall,eval_precision,eval_f1,eval_iou,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.17621104419231415,0.756708025932312,0.8097553253173828,0.922374963760376,0.8521835803985596,0.5983839631080627,0.9245800971984863,42.877,50.167,0.91,1.0
0.14655883610248566,0.8114075660705566,0.8689292669296265,0.9185318946838379,0.8910844326019287,0.6922091245651245,0.9399738907814026,42.7417,50.326,0.912,2.0
0.13401001691818237,0.831870436668396,0.9060227870941162,0.9035927057266235,0.9048012495040894,0.7295258641242981,0.9441285729408264,42.386,50.748,0.92,3.0
0.12513406574726105,0.8380948901176453,0.9015359878540039,0.916262686252594,0.9086671471595764,0.7377920150756836,0.947498083114624,42.6863,50.391,0.914,4.0
0.11832614243030548,0.845304548740387,0.9005938768386841,0.9272091388702393,0.9131646156311035,0.748298704624176,0.9507561922073364,42.5573,50.544,0.916,5.0
0.11681786924600601,0.8491477966308594,0.8960078358650208,0.9386893510818481,0.9155051708221436,0.7532703876495361,0.9529260396957397,42.7165,50.355,0.913,6.0
0.10996823012828827,0.8584707379341125,0.9118400812149048,0.9317590594291687,0.9213929176330566,0.7698350548744202,0.9550573825836182,42.7415,50.326,0.912,7.0
0.10424528270959854,0.8686262369155884,0.9280620813369751,0.9272866249084473,0.9276737570762634,0.7874983549118042,0.9576414227485657,42.293,50.859,0.922,8.0
0.10052907466888428,0.8713456392288208,0.9228600263595581,0.9360324740409851,0.9292709231376648,0.7908850908279419,0.959236204624176,42.4145,50.714,0.919,9.0
0.10013343393802643,0.8730320334434509,0.9262325763702393,0.9345130920410156,0.9303033947944641,0.7939018607139587,0.9596058130264282,42.7593,50.305,0.912,10.0
