eval_loss,eval_mIoU,eval_recall,eval_precision,eval_f1,eval_iou,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.15536744892597198,0.8053351640701294,0.8760634660720825,0.8996670842170715,0.8872361779212952,0.6850936412811279,0.9359475374221802,96.9969,22.176,0.701,1.0
0.13304729759693146,0.8285173773765564,0.8891347050666809,0.9174879789352417,0.9024503827095032,0.721389651298523,0.9448369741439819,96.4106,22.311,0.705,2.0
0.11476875841617584,0.8531075716018677,0.9167811870574951,0.9195367097854614,0.9181509017944336,0.7625954747200012,0.9522647857666016,92.2207,23.324,0.737,3.0
0.10287939012050629,0.8673135042190552,0.9148455858230591,0.9399986863136292,0.926787793636322,0.7836430072784424,0.9583740830421448,96.8986,22.198,0.702,4.0
0.09271654486656189,0.882358968257904,0.92470383644104,0.9480441808700562,0.9358401298522949,0.8079403638839722,0.9634273648262024,93.6746,22.962,0.726,5.0
0.08624501526355743,0.8932690620422363,0.9354951977729797,0.9494677186012268,0.9422913789749146,0.8260135650634766,0.9667549729347229,96.6382,22.258,0.704,6.0
0.07765032351016998,0.9043443202972412,0.9464555978775024,0.9510345458984375,0.9487247467041016,0.8443045616149902,0.9701494574546814,101.5294,21.186,0.67,7.0
0.07523302733898163,0.9089345932006836,0.9517506957054138,0.9509711265563965,0.9513603448867798,0.8519383072853088,0.971514880657196,93.8957,22.908,0.724,8.0
0.07380160689353943,0.912015438079834,0.9538319110870361,0.9524003267288208,0.9531141519546509,0.8569213151931763,0.9725223183631897,96.7786,22.226,0.703,9.0
0.07346726208925247,0.9132076501846313,0.9522620439529419,0.9553242325782776,0.9537842273712158,0.8586426377296448,0.9730486273765564,98.7841,21.775,0.688,10.0
