eval_loss,eval_mIoU,eval_recall,eval_precision,eval_f1,eval_iou,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.1599023938179016,0.8088898062705994,0.8967974185943604,0.8834866881370544,0.8899332880973816,0.6947965621948242,0.9344720840454102,79.3486,27.108,1.134,1.0
0.12724392116069794,0.8381180167198181,0.9002771377563477,0.9177045822143555,0.9086668491363525,0.7375977635383606,0.9476652145385742,73.048,29.446,1.232,2.0
0.10795312374830246,0.8617214560508728,0.9160705804824829,0.931218147277832,0.9234092235565186,0.7753681540489197,0.9559668302536011,66.8979,32.153,1.345,3.0
0.09106045961380005,0.8835271596908569,0.9296224117279053,0.9438937902450562,0.9365566968917847,0.8103389143943787,0.9634709358215332,72.6732,29.598,1.238,4.0
0.08390620350837708,0.8965283632278442,0.9373140335083008,0.9514549970626831,0.9441908597946167,0.8312521576881409,0.9678531289100647,70.5441,30.492,1.276,5.0
0.07270718365907669,0.9094247817993164,0.9472955465316772,0.9561036825180054,0.9516254663467407,0.8522918224334717,0.9719671010971069,68.803,31.263,1.308,6.0
0.07088971883058548,0.9164890050888062,0.953234076499939,0.9580853581428528,0.9556374549865723,0.8638580441474915,0.9741793274879456,72.4953,29.671,1.241,7.0
0.06787293404340744,0.9214511513710022,0.9590338468551636,0.9578350782394409,0.9584330916404724,0.8721059560775757,0.9756460785865784,71.9356,29.902,1.251,8.0
0.0662444531917572,0.924004077911377,0.960117518901825,0.9596009254455566,0.9598589539527893,0.8761975169181824,0.9764991402626038,72.4102,29.706,1.243,9.0
0.06586194038391113,0.925162672996521,0.9592353701591492,0.9617801904678345,0.9605016708374023,0.8779542446136475,0.9769520163536072,71.8395,29.942,1.253,10.0
