eval_loss,eval_mIoU,eval_recall,eval_precision,eval_f1,eval_iou,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.14115548133850098,0.7968102693557739,0.8715140223503113,0.8898240923881531,0.8803290128707886,0.6589899063110352,0.9419622421264648,64.9897,48.638,0.877,1.0
0.12914305925369263,0.8036786317825317,0.8624029755592346,0.9119913578033447,0.8848150968551636,0.6676822304725647,0.9461961388587952,65.3204,48.392,0.873,2.0
0.11856313794851303,0.8197880983352661,0.8758233189582825,0.9192781448364258,0.8957677483558655,0.6948694586753845,0.9508906006813049,65.8082,48.034,0.866,3.0
0.11024756729602814,0.8332552909851074,0.8912891149520874,0.9196869730949402,0.9047350287437439,0.7182608842849731,0.9542814493179321,65.1908,48.488,0.874,4.0
0.10500214993953705,0.842903196811676,0.9020196795463562,0.9206545352935791,0.9110157489776611,0.7349015474319458,0.9567862749099731,65.356,48.366,0.872,5.0
0.10028380900621414,0.849982500076294,0.9073947668075562,0.9241857528686523,0.9155322313308716,0.7467567324638367,0.9588817358016968,65.2312,48.458,0.874,6.0
0.09505089372396469,0.8569580912590027,0.9146791696548462,0.9254215955734253,0.919945478439331,0.7586951851844788,0.9607474207878113,65.6785,48.128,0.868,7.0
0.0932997390627861,0.8625117540359497,0.9227423667907715,0.9241321682929993,0.9234354496002197,0.7684517502784729,0.9620423316955566,65.0338,48.606,0.876,8.0
0.09223199635744095,0.8646237850189209,0.9211165308952332,0.9284238815307617,0.9247221946716309,0.7716156244277954,0.9629371166229248,65.5383,48.231,0.87,9.0
0.09150992333889008,0.8658648729324341,0.9213641881942749,0.9297305345535278,0.9254846572875977,0.7736180424690247,0.9633569717407227,65.2361,48.455,0.874,10.0
