eval_loss,eval_mIoU,eval_recall,eval_precision,eval_f1,eval_iou,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.1437215954065323,0.800688624382019,0.8951568603515625,0.8726320862770081,0.8833649158477783,0.6692566275596619,0.9403181672096252,72.6559,43.506,1.363,1.0
0.11981557309627533,0.8185315132141113,0.877286970615387,0.915397047996521,0.8949600458145142,0.693167507648468,0.9502066373825073,72.6038,43.538,1.364,2.0
0.10588797926902771,0.8421932458877563,0.9049520492553711,0.91648268699646,0.9105933904647827,0.7341946363449097,0.956215500831604,72.2014,43.78,1.371,3.0
0.09620188176631927,0.8572412729263306,0.9229837656021118,0.9174395203590393,0.9201833009719849,0.7601566314697266,0.9601014852523804,72.9552,43.328,1.357,4.0
0.08947006613016129,0.8693020343780518,0.931626558303833,0.9237782955169678,0.9276468753814697,0.7802242040634155,0.9637379050254822,72.6384,43.517,1.363,5.0
0.08128266036510468,0.8821635246276855,0.9365611672401428,0.9343003630638123,0.9354262351989746,0.8012638092041016,0.967850923538208,73.1195,43.231,1.354,6.0
0.0781162902712822,0.8879919052124023,0.9347331523895264,0.9431591033935547,0.9388847947120667,0.8104784488677979,0.969939649105072,72.6613,43.503,1.362,7.0
0.08028627187013626,0.8900769948959351,0.9321449995040894,0.9485300779342651,0.9401077032089233,0.8136200308799744,0.9707999229431152,72.822,43.407,1.359,8.0
0.07526908814907074,0.8962386846542358,0.9438278675079346,0.943719744682312,0.9437738656997681,0.8246216773986816,0.9720761179924011,72.7137,43.472,1.362,9.0
0.07529784739017487,0.8970321416854858,0.9432697296142578,0.9452078342437744,0.9442355632781982,0.8258619904518127,0.9723690748214722,72.988,43.308,1.356,10.0
