eval_loss,eval_mIoU,eval_recall,eval_precision,eval_f1,eval_iou,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.218435600399971,0.7603307366371155,0.8552819490432739,0.8538684844970703,0.8545730113983154,0.6019102334976196,0.927640438079834,52.0136,60.773,0.519,1.0
0.18171930313110352,0.7436771392822266,0.811102032661438,0.8817883133888245,0.8410416841506958,0.5665672421455383,0.9282195568084717,52.2935,60.447,0.516,2.0
0.15603899955749512,0.784285306930542,0.862185001373291,0.8817274570465088,0.8715585470199585,0.6383903622627258,0.9378418922424316,49.18,64.274,0.549,3.0
0.14893807470798492,0.7923167943954468,0.8693703413009644,0.885627269744873,0.8772275447845459,0.6518293619155884,0.9403129816055298,51.214,61.721,0.527,4.0
0.14218872785568237,0.8008281588554382,0.8783564567565918,0.8881807923316956,0.8831708431243896,0.6663380861282349,0.9427175521850586,49.128,64.342,0.55,5.0
0.13729524612426758,0.8023808002471924,0.8703950643539429,0.8994356393814087,0.884078860282898,0.6671957969665527,0.9445111155509949,49.8264,63.44,0.542,6.0
0.13342978060245514,0.8062616586685181,0.8745489120483398,0.9002764225006104,0.8867592811584473,0.6738617420196533,0.945560872554779,53.0175,59.622,0.509,7.0
0.1321549415588379,0.8097010850906372,0.8829807639122009,0.8957264423370361,0.8891924023628235,0.6806045770645142,0.9458585381507874,51.3101,61.606,0.526,8.0
0.1315930336713791,0.8112409114837646,0.8852791786193848,0.8954287171363831,0.8902517557144165,0.6833498477935791,0.9461991786956787,48.9993,64.511,0.551,9.0
0.1301051676273346,0.807401716709137,0.8703781962394714,0.907168447971344,0.8874548673629761,0.6748455166816711,0.9466109871864319,49.9969,63.224,0.54,10.0
