eval_loss,eval_mIoU,eval_recall,eval_precision,eval_f1,eval_iou,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.132984459400177,0.8092540502548218,0.8875987529754639,0.890349268913269,0.88896644115448,0.6807409524917603,0.9450576901435852,86.7113,36.454,1.142,1.0
0.1171034500002861,0.8213391304016113,0.8737848997116089,0.9245536923408508,0.8967604041099548,0.696942150592804,0.951756477355957,95.7245,33.022,1.034,2.0
0.10554438084363937,0.8407645225524902,0.8985146284103394,0.9217264652252197,0.9096219539642334,0.731058657169342,0.9563475847244263,91.5778,34.517,1.081,3.0
0.09377454221248627,0.8616510033607483,0.924551248550415,0.92130446434021,0.9229182600975037,0.7673012018203735,0.9615756273269653,95.3486,33.152,1.038,4.0
0.08198738098144531,0.8772225379943848,0.9298665523529053,0.9350419044494629,0.932430624961853,0.7926740646362305,0.966646134853363,94.7135,33.374,1.045,5.0
0.07782087475061417,0.8867429494857788,0.9358553886413574,0.9404799938201904,0.938149094581604,0.8085651993751526,0.9694474935531616,85.4975,36.972,1.158,6.0
0.0765131488442421,0.8930680751800537,0.9388514161109924,0.9450072050094604,0.9418967962265015,0.8190598487854004,0.9713467359542847,91.9433,34.38,1.077,7.0
0.07402536273002625,0.8974310159683228,0.9429396390914917,0.9460113644599915,0.9444674253463745,0.8264821171760559,0.9725188612937927,87.7894,36.007,1.128,8.0
0.07298363745212555,0.9005864858627319,0.9443289041519165,0.9483181238174438,0.9463099241256714,0.8317234516143799,0.973457396030426,95.3816,33.141,1.038,9.0
0.07297109067440033,0.9017553329467773,0.9461821913719177,0.9478110074996948,0.9469943642616272,0.8337719440460205,0.9737266302108765,90.6483,34.871,1.092,10.0
